X,Y,id,
-21357.1028913407,295682.949561814,0
-21385.4411915358,295678.20693112,1
-21388.4386934778,295668.864018013,2
-21369.641952775,295672.253893627,3
-21381.0655810229,295681.412355043,4
-21347.4080758702,295690.088079885,5
-21363.623892623,295663.876593772,6
-21391.4886267376,295705.030396243,7
-21371.9281083993,295664.833433784,8
-21372.0118233999,295700.208783097,9
-21354.2458044247,295709.328487167,10
-21382.0727507786,295702.486410571,11
-21380.7702423778,295708.120296446,12
-21337.3228703649,295716.107205259,13
-21368.3820948852,295673.964391637,14
-21385.9642827697,295692.938046627,15
-21374.0317356708,295678.648763856,16
-21353.8142652127,295701.211413954,17
-21363.9037891894,295716.134949397,18
-21349.9236009096,295713.239526835,19
-21346.4702248746,295667.888830443,20
-21393.9223763905,295693.649010028,21
-21339.063303739,295692.123206781,22
-21340.7185936651,295673.423686074,23
-21368.8460400673,295663.637077986,24
-21354.0517556462,295662.56296772,25
-21362.4315386828,295691.707563576,26
-21382.4500979341,295711.607365999,27
-21351.9813141628,295702.801867995,28
-21359.3297320017,295715.334880287,29
-21378.8966442434,295715.698940953,30
-21365.3469917653,295684.096258036,31
-21349.8955271289,295685.428731811,32
-21345.0601272619,295709.731473919,33
-21363.0742292613,295662.957295182,34
-21384.6173376748,295694.085868795,35
-21341.1687342425,295710.67352477,36
-21337.4120181994,295697.760292447,37
-21336.5978841078,295683.021102134,38
-21346.7945930411,295694.135654076,39
-21374.4882411283,295688.936253914,40
-21389.1832687245,295682.372647501,41
-21364.4366190587,295676.850782606,42
-21371.1412096701,295663.156201679,43
-21394.3122652888,295683.530249031,44
-21365.6410286828,295705.678404833,45
-21355.925617912,295665.241927869,46
-21367.6555247301,295686.717634618,47
-21365.4351342684,295667.528688977,48
-21368.8725309933,295668.01486436,49
-21377.9539692671,295689.536484284,50
-21394.4223466187,295699.378725159,51
-21383.1044145541,295683.937485553,52
-21362.8287034552,295663.284945748,53
-21391.6884669585,295693.103117078,54
-21395.1609670511,295688.703750865,55
-21380.1097439002,295681.166279738,56
-21389.8757012234,295671.990882326,57
-21353.2407732149,295701.680669277,58
-21333.1581906629,295666.762413292,59
-21394.0416205639,295678.790483192,60
-21343.2877144045,295678.290833198,61
-21387.6295416804,295698.489338685,62
-21340.3079614834,295690.467086973,63
-21372.3356292812,295694.480854705,64
-21333.5383057847,295710.430511789,65
-21359.0001025757,295713.232138959,66
-21340.883713892,295685.866320513,67
-21391.9054338327,295704.802665302,68
-21396.1158499603,295703.976987011,69
-21392.5931899517,295685.850104841,70
-21381.6077106051,295671.539813602,71
-21366.841249402,295685.394894716,72
-21392.9126576243,295697.521982373,73
-21373.4376013828,295683.113090498,74
-21377.7822487185,295699.607765924,75
-21358.619299684,295702.556492235,76
-21389.5672673065,295701.697702334,77
-21349.2604028738,295710.206831257,78
-21346.2796495837,295694.139081627,79
-21361.1255131925,295673.448100385,80
-21355.6530494824,295708.043102031,81
-21359.9322590928,295686.761154958,82
-21363.5361258881,295711.297243288,83
-21382.6289392203,295699.769365748,84
-21340.1217711281,295685.469614644,85
-21395.2710547071,295689.689066753,86
-21387.8481383042,295696.979823436,87
-21385.8384810777,295714.573596733,88
-21384.1020460835,295714.380280731,89
-21363.1122595182,295662.7909066,90
-21336.5570162208,295675.130999312,91
-21343.5393399853,295680.810270231,92
-21360.9897292968,295701.387035453,93
-21336.0737543186,295682.3051443,94
-21346.7530674275,295703.517600921,95
-21390.6854375313,295688.883981854,96
-21385.1975794645,295663.003588108,97
-21341.7927714076,295697.490108742,98
-21388.6448165948,295692.273842766,99
-21349.9478354364,295713.179545829,100
-21362.6508418529,295691.592397162,101
-21337.751062773,295691.677652524,102
-21335.7735803792,295703.442555793,103
-21370.8436745412,295693.084060198,104
-21352.6410772283,295708.841830986,105
-21359.2779812471,295691.716391181,106
-21366.5729299817,295677.403550932,107
-21387.4143041978,295665.845822323,108
-21352.3210143731,295667.777514299,109
-21350.2146690944,295698.390149384,110
-21374.2900130982,295693.059450653,111
-21347.5732015723,295714.971822294,112
